date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-08-21,32.4,25.6,39.4,0,0,177,12.6,,1013.3,
2024-08-22,33,26.1,39.4,0,0,223,15.1,,1012.4,
2024-08-23,31.9,26.1,39.4,0,0,181,10.8,,1011.8,
2024-08-24,31.5,22.8,38.3,0,0,193,10.8,,1013.8,
2024-08-25,31.7,25,38.3,0.5,0,88,11.9,,1012.6,
2024-08-26,31.1,20.6,36.7,3.6,0,51,16.2,,1014.7,
2024-08-27,24.9,20,29.4,9.9,0,41,15.1,,1014.1,
2024-08-28,27.1,23.9,32.8,0,0,315,7.9,,1012.2,
2024-08-29,28.2,21.7,35.6,0,0,222,9.7,,1011.1,
2024-08-30,29.2,22.2,34.4,0.5,0,53,15.1,,1013.2,
2024-08-31,25.3,21.7,30.6,0,0,75,13.3,,1013.8,
2024-09-01,25.3,21.1,29.4,0,0,80,12.2,,1012,
2024-09-02,23.4,18.3,25.6,11.9,0,64,14,,1012.3,
2024-09-03,21.7,16.7,28.3,0,0,101,9,,1014.6,
2024-09-04,23.5,18.9,30.6,0,0,112,8.6,,1017.4,
2024-09-05,26.1,20,32.2,0,0,94,13.7,,1017.8,
2024-09-06,26.1,21.1,31.1,0,0,64,16.9,,1019.9,
2024-09-07,25.8,20.6,31.1,0,0,94,14,,1018.3,
2024-09-08,25.2,18.9,31.1,0,0,108,13,,1016.5,
2024-09-09,25.3,16.1,31.7,0,0,107,9.4,,1015.5,
2024-09-10,25.5,16.7,33.9,0,0,150,3.6,,1011.6,
2024-09-11,27.5,18.3,36.1,0,0,197,9.4,,1008.4,
2024-09-12,28.5,20,36.7,0,0,175,13.3,,1005.4,
2024-09-13,29.7,22.8,36.7,0,0,216,13,,1007.8,
2024-09-14,31.1,25,36.7,0,0,193,11.2,,1009.2,
2024-09-15,28.1,21.1,35,0,0,154,13.3,,1009.1,
2024-09-16,28.3,21.7,35.6,0,0,134,10.4,,1008.9,
2024-09-17,29.9,23.3,36.1,0,0,244,11.5,,1007.4,
2024-09-18,29.1,21.1,35,0,0,278,7.9,,1007,
2024-09-19,28.3,19.4,36.1,0,0,84,6.5,,1008.1,
2024-09-20,29.3,23.3,36.7,0.8,0,320,7.5,,1006.2,
2024-09-21,29.4,21.7,35.6,0,0,233,15.1,,1005.8,
2024-09-22,26.5,18.9,32.2,0,0,2,11.9,,1009.9,
2024-09-23,24.1,16.7,32.2,0,0,80,9,,1011.1,
2024-09-24,26.8,20,34.4,0,0,21,7.2,,1010.6,
2024-09-25,27.6,20.6,33.9,0,0,74,12.6,,1011.5,
2024-09-26,27.3,18.9,34.4,0,0,58,4.3,,1011,
2024-09-27,28,20,37.8,0,0,39,5,,1010.6,
2024-09-28,28.8,20,35.6,0,0,60,11.5,,1013.2,
2024-09-29,27.2,20,33.9,0,0,71,8.6,,1014.2,
2024-09-30,26.6,16.7,35.6,0,0,178,6.5,,1012.3,
2024-10-01,26.9,18.3,31.1,0,0,70,16.6,,1017.3,
2024-10-02,24.5,17.8,31.7,0,0,57,6.8,,1015.7,
2024-10-03,24.5,16.7,33.9,0,0,168,8.6,,1010.8,
2024-10-04,25.6,17.8,32.8,0,0,69,14,,1016.2,
2024-10-05,24.6,15,31.7,0,0,169,6.1,,1016.6,
2024-10-06,25.6,17.2,35.6,0,0,71,11.2,,1015.4,
2024-10-07,25.4,17.2,32.2,0,0,54,11.2,,1015.5,
2024-10-08,24.5,16.1,31.1,0,0,100,5.4,,1014.1,
2024-10-09,24.8,16.1,33.3,0,0,139,5,,1014.9,
2024-10-10,25.1,16.1,33.9,0,0,188,4.7,,1016.4,
2024-10-11,25.3,17.2,34.4,0,0,196,4.7,,1017.6,
2024-10-12,25.7,16.7,34.4,0,0,175,7.6,,1016.8,
2024-10-13,25.2,16.1,32.8,0,0,140,9,,1016.6,
2024-10-14,24.4,14.4,32.2,0,0,62,6.8,,1017.6,
2024-10-15,24.4,17.8,32.2,0,0,11,6.1,,1015.2,
2024-10-16,22.7,16.7,26.1,0,0,72,18.7,,1018.7,
2024-10-17,20.2,16.7,26.1,0,0,111,13,,1012.6,
2024-10-18,21.1,15.6,28.3,0,0,173,17.6,,1009.4,
2024-10-19,22.3,14.4,27.8,1.3,0,88,13,,1013.9,
2024-10-20,20.5,15,30.6,0,0,15,11.5,,1017.1,
2024-10-21,21.6,13.9,28.9,0,0,26,10.8,,1017.1,
2024-10-22,21.4,13.9,31.1,0,0,10,13.7,,1017.8,
2024-10-23,22.7,15,32.8,0,0,11,9,,1018.1,
2024-10-24,23.3,13.9,33.9,0,0,219,9.4,,1013.4,
2024-10-25,22.3,13.3,29.4,0,0,56,10.9,,1017.7,
2024-10-26,7.6,2.2,18.3,3,,32,7.2,,1020.6,
2024-10-27,13.9,2.2,18.9,0,,81,7.2,,1017.8,
2024-10-28,12.3,5.6,19.4,0,,193,14.3,,1009.1,
2024-10-29,15.8,5.6,21.7,0,,224,26.7,,1003.8,
2024-10-30,11.6,3.9,21.7,0,,298,20.8,,1011.7,
2024-10-31,15.4,8.1,22.5,,,50,10.8,,1016.1,
